day_id,day,program_id,startTime,endTime,title,host,description,imageUrl
3,Wednesday,p99,21:00,21:30,9PM Prime Time News,Doreen Achipa And Frank Oyugi,"4th & the biggest Broadcast of local, national, international, business, market information.",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
3,Wednesday,p100,21:30,22:00,Announcements,Edmond Ongwen,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
3,Wednesday,p101,22:00,00:00,Lek Tuku,Moto Ronald,The latest on local Sports ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
3,Wednesday,p102,00:00,03:00,Hakuna Kulala Show,Oc Ojok,Playing Local music and keeping the night alive with the latest updates,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p103,03:00,03:30,"Introduction, Prayer and rollcall",Moses Okello Akokoro,Opening the station with soft gospel music and prayer from any willing listener.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p104,03:30,04:00,Local Update,Moses Okello Akokoro,Listeners call in and give feedback of what happened in the night in their local arears,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p105,04:00,04:30,Testimonies,Moses Okello Akokoro,Listener calls to testify the good that the lord has done to him or her,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p106,04:30,05:00,PRAYER REQUEST,Moses Okello Akokoro,Listener cannel prayer request through the presenter for the preacher ‘s action,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p107,05:00,06:00,Preaching ,Moses Okello Akokoro,"Pastors, Rev, and Evangelists from al the local Christian background take the platform",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p108,06:00,07:00,Arise and shine,Moses Okello Akokoro,"Presenter interacts with the listener, greetings, dedication , music and call in",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p109,07:00,07:30,Morning News,Opio Bobson,Latest events,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p110,07:30,08:00,Morning Vex,Angura Ambrose and Opio Bobson,Presenters and Callers Share what disgusts them,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p111,08:00,09:00,morning Talkback ,Angura Ambrose and Opio Bobson,Discussions of issues at hand,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p112,09:00,10:00,Announcements,A. Patricia,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p113,10:00,10:15,TOP OF THE HOUR ENG NEWS,Nancy Atim,1st English news bullet inn with both local  national and international content.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p114,10:15,11:00,QUOTE OF THE DAY,Okello Innocent,"Mention of the most inspiring words, strange but true, forex rates, press & weather update ",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p115,11:00,11:30,Announcements,A. Patricia,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p116,11:30,12:00,Strange But true Facts,Okello Innocent,Present shares the most interesting strange facts ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p117,12:00,12:15,Boxing Ring,Okello Innocent,Callers are given two songs to choose which one plays next,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p118,12:15,12:30,Brainteaser,Okello Innocent,Presenter asks a tricky question and listeners give the Answers,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p119,12:30,12:45,Triple Play,Okello Innocent,A Lister Calls in and requests for 3 Songs.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p120,12:45,13:00,Job Slots,Okello Innocent,Presenter runs mentions for Job Oprotunities. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p121,13:00,13:15,News In Luo,Oyugi Frank ,News in the local language ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p122,13:15,14:00,Announcements,A. Patricia,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p123,14:00,16:00,Sports Bench,Lady J and Brian,Lates information on all sports news.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p124,16:00,16:15,Evening Flight (Rolecall),Oscar Akwar Atat,Checkups on All listeners  ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p125,16:15,16:30,Quote of the hour,Oscar Akwar Atat,"Mention of the most inspiring words, strange but true, forex rates, press & weather update ",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p126,16:30,16:45,Cuk Atedero,Oscar Akwar Atat,Liteners call in and sale or buy live on air,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p127,16:45,17:00,Weather Update,Oscar Akwar Atat,Weather is forcust discused at lenth,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p128,17:00,18:00,COMMUNITY DIALOGUE,Oscar Akwar Atat,Engaging members of the community  on some topic issues affecting them.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p129,18:00,19:00,Hot 6 at 6,Oscar Akwar Atat,Afrobeat Music is played with 6 selected,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p130,19:00,19:30,Perspectives Documentary,Ogwal Jasper,"Slot allocated for feature stories , pre-recorded programs  and documentaries",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p131,19:30,20:00,HOT 7 @ 7 LOCAL HITS,Ogwal Jasper,Count down of hot local collection with brief profile of their artists.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p132,20:00,21:00,Talkshow,Ogwal Jasper,"To paid up by NGOs, CBOs,  Local & Central Governments and any willing partner",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p133,21:00,21:30,9PM Prime Time News,Doreen Achipa And Frank Oyugi,"4th & the biggest Broadcast of local, national, international, business, market information.",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p134,21:30,22:00,Announcements,Edmond Ongwen,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p135,22:00,00:00,Lek Tuku,Moto Ronald,The latest on local Sports ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
4,Thursday,p136,00:00,03:00,Hakuna Kulala Show,Oc Ojok,Playing Local music and keeping the night alive with the latest updates,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p137,03:00,03:30,"Introduction, Prayer and rollcall",Moses Okello Akokoro,Opening the station with soft gospel music and prayer from any willing listener.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p138,03:30,04:00,Local Update,Moses Okello Akokoro,Listeners call in and give feedback of what happened in the night in their local arears,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p139,04:00,04:30,Testimonies,Moses Okello Akokoro,Listener calls to testify the good that the lord has done to him or her,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p140,04:30,05:00,PRAYER REQUEST,Moses Okello Akokoro,Listener cannel prayer request through the presenter for the preacher ‘s action,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p141,05:00,06:00,Preaching ,Moses Okello Akokoro,"Pastors, Rev, and Evangelists from al the local Christian background take the platform",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p142,06:00,07:00,Arise and shine,Moses Okello Akokoro,"Presenter interacts with the listener, greetings, dedication , music and call in",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p143,07:00,07:30,Morning News,Opio Bobson,Latest events,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p144,07:30,08:00,Morning Vex,Angura Ambrose and Opio Bobson,Presenters and Callers Share what disgusts them,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p145,08:00,09:00,morning Talkback ,Angura Ambrose and Opio Bobson,Discussions of issues at hand,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p146,09:00,10:00,Announcements,A. Patricia,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p147,10:00,10:15,TOP OF THE HOUR ENG NEWS,Nancy Atim,1st English news bullet inn with both local  national and international content.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p148,10:15,11:00,QUOTE OF THE DAY,Okello Innocent,"Mention of the most inspiring words, strange but true, forex rates, press & weather update ",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p149,11:00,11:30,Announcements,A. Patricia,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p150,11:30,12:00,Strange But true Facts,Okello Innocent,Present shares the most interesting strange facts ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p151,12:00,12:15,Boxing Ring,Okello Innocent,Callers are given two songs to choose which one plays next,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p152,12:15,12:30,Brainteaser,Okello Innocent,Presenter asks a tricky question and listeners give the Answers,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p153,12:30,12:45,Triple Play,Okello Innocent,A Lister Calls in and requests for 3 Songs.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p154,12:45,13:00,Job Slots,Okello Innocent,Presenter runs mentions for Job Oprotunities. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p155,13:00,13:15,News In Luo,Oyugi Frank ,News in the local language ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p156,13:15,14:00,Announcements,A. Patricia,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p157,14:00,16:00,Sports Bench,Lady J and Brian,Lates information on all sports news.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p158,16:00,16:15,Evening Flight (Rolecall),Oscar Akwar Atat,Checkups on All listeners  ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p159,16:15,16:30,Quote of the hour,Oscar Akwar Atat,"Mention of the most inspiring words, strange but true, forex rates, press & weather update ",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p160,16:30,16:45,Cuk Atedero,Oscar Akwar Atat,Liteners call in and sale or buy live on air,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p161,16:45,17:00,Weather Update,Oscar Akwar Atat,Weather is forcust discused at lenth,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p162,17:00,18:00,COMMUNITY DIALOGUE,Oscar Akwar Atat,Engaging members of the community  on some topic issues affecting them.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p163,18:00,19:00,Hot 6 at 6,Oscar Akwar Atat,Afrobeat Music is played with 6 selected,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p164,19:00,19:30,Perspectives Documentary,Ogwal Jasper,"Slot allocated for feature stories , pre-recorded programs  and documentaries",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p165,19:30,20:00,HOT 7 @ 7 LOCAL HITS,Ogwal Jasper,Count down of hot local collection with brief profile of their artists.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p166,20:00,21:00,Talkshow,Ogwal Jasper,"To paid up by NGOs, CBOs,  Local & Central Governments and any willing partner",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p167,21:00,21:30,9PM Prime Time News,Doreen Achipa And Frank Oyugi,"4th & the biggest Broadcast of local, national, international, business, market information.",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p168,21:30,22:00,Announcements,Edmond Ongwen,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p169,22:00,00:00,Lek Tuku,Moto Ronald,The latest on local Sports ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
5,Friday,p170,00:00,03:00,Hakuna Kulala Show,Oc Ojok,Playing Local music and keeping the night alive with the latest updates,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p171,03:00,05:00,Morning Glory,Moses Okello Akokoro,Play worship songs both international and local with a spiritual touch,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p172,05:00,07:00,Preaching,Moses Okello Akokoro,"Pastors, Rev, and Evangelists from al the local Christian background take the platform",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p173,07:00,08:00,Announcements,Moses Elasu,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p174,08:00,10:00,On Air Searvice,Anglican Church,Take time And Run a full church service on air,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p175,10:00,12:00,The Sports Parliament ,Opio Brazillian and Lady J,Panels of sports analysts come to discuss sports related topics as they interact with listeners,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p176,12:00,13:00,Chat room,Olot JK,We tackle issues affecting the youth in our society and giving the platform to speak out,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p177,13:00,14:00,News and announcements,Moses Okumu,Latest Information and reading of client announcements,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p178,14:00,16:00,On the farm Show,Ojok Francis,Technical persons with vast knowledge in agriculture are sourced to discuss farm issues,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p179,16:00,18:00,Top 20 Count Down,Okello Walter,Latest Songs are played with Listener preferances,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p180,18:00,19:00,Announcements,Moses Elasu,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p181,19:00,20:00,Preaching,Odic Oscar,"Pastors, Rev, and Evangelists from al the local Christian background take the platform",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p182,20:00,22:00,Cross Fire,Frank Oyugi,"Entirely apolitical talk show that targets national political figures and mps, discussing national issues of concern",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
6,Saturday,p183,22:00,03:00,Horse Power Show,Ogwal Jasper,Entertainment and fun with the latest hits,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p184,03:00,05:00,Morning Glory Extra,Moses Okello Akokoro,Play worship songs both international and local with a spiritual touch,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p185,05:00,07:00,Preaching,Moses Okello Akokoro,"Pastors, Rev, and Evangelists from al the local Christian background take the platform",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p186,07:00,08:00,Announcements,Moses Elasu,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p187,08:00,10:00,Gosple Explosion ,Ambrose Angura,Field visit of a church and the service is relayed live on air.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p188,10:00,12:00,Wio Tem,Tabliq,Cultural and tradional music is played and live recordings of filed visits and debates are played ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p189,12:00,13:00,Chat room,Olot JK,We tackle issues affecting the youth in our society and giving the platform to speak out,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p190,13:00,14:00,News Round Up,All News reporters,News reporters Discus what made the week's top stories.,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p191,14:00,16:00,Northern Connection,Odic Oscar,New local music is played from artists within northern uganda. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p192,16:00,18:00,Drama,Ogwal Jasper,Local Educative prerecorded dram is played,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p193,18:00,19:00,Announcements,Moses Elasu,Annoncements run as listners try to communicate with distant relatives and friends. ,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p194,19:00,20:00,Preaching,Odic Oscar,"Pastors, Rev, and Evangelists from al the local Christian background take the platform",https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png
7,Sunday,p195,20:00,03:00,Abuda Show,Tabliq,Playing of Tradional local music and hosting elderly to teach people of the past tradion,https://cdn.pixabay.com/photo/2018/08/27/10/11/radio-cassette-3634616_1280.png